Species,Country.of.Origin,Region,Producer,Number.of.Bags,In.Country.Partner,Harvest.Year,Grading.Date,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,Colombia,huila,La Plata,232,Almcafe,2014,"November 5th, 2014",Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75,83.17,0,1600,1950,1775
Arabica,Uganda,eastern,Kabum Trading Company,84,Uganda Coffee Development Authority,2014,"October 28th, 2014",Washed / Wet,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,83.17,0.1,1800,1800,1800
Arabica,Honduras,san marcos,Nelson Melgar Melgar,275,Instituto Hondureno del Cafe,2013,"April 12th, 2014",Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,83.17,0.1,1450,1450,1450
Arabica,Guatemala,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",200,Asociacion Nacional Del Café,2014,"March 27th, 2014",Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,83.17,0.09,1524,1524,1524
Arabica,Guatemala,oriente,ROBERTO MONTERROSO,250,Asociacion Nacional Del Café,2013,"April 26th, 2013",Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,1310.64,1310.64,1310.64
Arabica,Mexico,chiapas,MARGARITO ROBLERO VAZQUEZ,45,AMECAFE,2013,"March 29th, 2013",Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,83.17,0.11,1500,1500,1500
Arabica,Mexico,"tlanchinol, hidalgo",AMADOR HERNANDEZ DIONICIO,10,AMECAFE,2012,"September 27th, 2012",Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,83.17,0.12,532,532,532
Arabica,Mexico,san bartolo tutotepec,"TREJO VELASCO, ROMAN",10,AMECAFE,2012,"September 27th, 2012",Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,83.17,0.14,1089,1089,1089
Arabica,Colombia,huila,LA PLATA,275,Almcafe,2012,"August 31st, 2012",Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,83.17,0.11,1600,1950,1775
Arabica,Mexico,san isidro,FERNANDO MENDOZA APARICIO,15,AMECAFE,2012,"July 11th, 2012",Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,83.17,0.13,700,700,700
Arabica,Mexico,la concordia,OCTAVIO MOGUEL FARRERA,250,AMECAFE,2012,"June 6th, 2012",Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,83.17,0.11,1380,1380,1380
Arabica,Brazil,south of minas,Giovane Senna Bonacorssi,50,NUCOFFEE,2012,"March 19th, 2012",Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,83.17,0.12,1000,1000,1000
Arabica,Brazil,mogiana,Maria Aparecida Ferreira Azevedo,100,NUCOFFEE,2012,"February 17th, 2012",Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,83.17,0.11,950,950,950
Arabica,Guatemala,oriente,Conquista / Morito,250,Specialty Coffee Association,2012,"February 1st, 2012",Washed / Wet,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,83.17,0,1402.08,1402.08,1402.08
Arabica,Colombia,cundinamarca,Orlando Moreno / Willson Sanchez,275,Almcafe,2016,"February 20th, 2017",Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,83.08,0,1799,1799,1799
Arabica,Brazil,south of minas,Ipanema Agricola,320,Brazil Specialty Coffee Association,2015,"April 25th, 2016",Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,83.08,0.11,905,905,905
Arabica,Brazil,south of minas,Ipanema Coffees,300,NUCOFFEE,2013,"November 6th, 2013",Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12,1260,1260,1260
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",Tseng ju feng / Kuo jun hong 曾如楓 / 郭俊宏,20,Specialty Coffee Association,2015,"May 19th, 2015",Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,83.08,0,700,800,750
Arabica,Costa Rica,central valley,VARIOS,250,Specialty Coffee Association of Costa Rica,2014,"July 15th, 2014",Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,83.08,0.1,1200,1400,1300
Arabica,Mexico,santa catarina juquila,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,10,AMECAFE,2012,"June 6th, 2012",Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,83.08,0.1,1400,1400,1400
Arabica,Brazil,south of minas,Ipanema Agricola,320,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,83,0.11,894,894,894
Arabica,Brazil,south of minas,Ipanema Agricola,320,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,83,0.11,872,872,872
Arabica,Uganda,"kasese, mt. rwenzori",Xavier Baluku,310,Uganda Coffee Development Authority,2015,"July 18th, 2016",Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,83,0.12,1473,1473,1473
Arabica,Uganda,"kasese, mt. rwenzori",Emmanuel Munaaba,325,Uganda Coffee Development Authority,2015,"July 18th, 2016",Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,83,0.12,1645,1645,1645
Arabica,Vietnam,vietnam cau dat,"Yeh, Li Chuan.",2,Specialty Coffee Association,2014,"December 28th, 2015",Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,83,0,1550,1550,1550
Arabica,Guatemala,nuevo oriente,OVIDIO CARDONA,275,Asociacion Nacional Del Café,2015,"July 8th, 2015",Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,83,0.11,1300,1800,1550
Arabica,Guatemala,"el tumbador, san marcos","Agricola Nueva Granada, S. A.",200,Asociacion Nacional Del Café,2015,"June 5th, 2015",Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,83,0.11,1371.6,1371.6,1371.6
Arabica,Guatemala,antigua,FINCA MEDINA,250,Asociacion Nacional Del Café,2015,"April 23rd, 2015",Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,83,0.11,1500,1500,1500
Arabica,Uganda,kapchorwa,Kucofa farmers group,300,Uganda Coffee Development Authority,2013,"June 26th, 2014",Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,83,0.12,1800,1800,1800
Arabica,United States (Puerto Rico),yauco region,Hacienda Alto Grande,17,Specialty Coffee Association,2013,"June 9th, 2014",Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,83,0,853.44,853.44,853.44
Arabica,Guatemala,antigua,GRUPO MEDINA,26,Asociacion Nacional Del Café,2014,"March 7th, 2014",Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,83,0.1,1500,1500,1500
Arabica,Costa Rica,central valley,CORICAFE BLEND,250,Specialty Coffee Association of Costa Rica,2013,"February 14th, 2014",Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,83,0.11,1100,1300,1200
Arabica,Colombia,huila,La Plata,120,Almcafe,2013,"November 7th, 2013",Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,83,0.11,1600,1950,1775
Arabica,Colombia,pitalito,COFFEE COMPANY / CAFECOL,250,Almcafe,2013,"March 15th, 2013",Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,83,0.11,1000,1000,1000
Arabica,Colombia,pitalito,ORLANDO ORTOZ / HIPOLITO TORRES,250,Almcafe,2013,"April 26th, 2013",Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,83,0,1000,1000,1000
Arabica,Colombia,huila,LA PLATA,275,Almcafe,2012,"October 23rd, 2012",Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,83,0.11,1600,1950,1775
Arabica,Mexico,coatepec,GONZALO RIVERO PUERTO,15,AMECAFE,2012,"July 26th, 2012",Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,83,0.11,750,750,750
Arabica,Mexico,atoyac de alvarez,SANTIAGO SOLIS AYERDI,20,AMECAFE,2012,"July 26th, 2012",Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,83,0.11,1200,1200,1200
Arabica,Mexico,coatepec,FRANCO COLORADO DOMINGUEZ,250,AMECAFE,2012,"July 11th, 2012",Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,83,0.11,1200,1200,1200
Arabica,Colombia,huila,varios,250,Almcafe,2012,"May 11th, 2012",Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,83,0,1500,1750,1625
Arabica,Guatemala,"la reforma, san marcos","NUEVOS MERCADOS, S.A.",275,Asociacion Nacional Del Café,2012,"April 27th, 2012",Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,83,0.1,1371.6,1371.6,1371.6
Arabica,Colombia,la plata,LA PLATA,121,Almcafe,2011,"December 2nd, 2011",Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,83,0.12,1600,1950,1775
Arabica,El Salvador,apaneca,"Balcanes Coffee Estates, S.A. de C.V.",100,Salvadoran Coffee Council,2017,"August 28th, 2017",Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,82.92,0,1350,1350,1350
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,10,Specialty Coffee Association,2016,"June 28th, 2016",Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,82.92,0.09,350,350,350
Arabica,Philippines,"bukidnon, mindanao, philppines",Hineleban Foundation,250,Torch Coffee Lab Yunnan,2015,"July 31st, 2015",Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,82.92,0.11,1200,1200,1200
Arabica,Philippines,asia pacific,Ephemera Traders,4,Specialty Coffee Association,2014,"July 21st, 2015",Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,82.92,0,1600,1600,1600
Arabica,Mexico,chiapas,FIECH,275,Specialty Coffee Association,2015,"June 11th, 2015",Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,82.92,0.12,1300,1300,1300
Arabica,Uganda,eastern,Sipi organic coffee project,1,Uganda Coffee Development Authority,2013,"June 27th, 2014",Washed / Wet,8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,82.92,0.12,1400,1900,1650
Arabica,Uganda,west nile,Nyapea coffee farmers association,1,Uganda Coffee Development Authority,2013,"June 27th, 2014",Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,82.92,0.12,1400,1400,1400
Arabica,Guatemala,antigua,"SIEMBRAS VISION, S.A.",250,Asociacion Nacional Del Café,2014,"April 3rd, 2014",Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,82.92,0.1,1500,1500,1500
Arabica,Guatemala,huehuetenango,OTTONIEL VILLATORO LOPEZ,250,Asociacion Nacional Del Café,2013,"March 11th, 2013",Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,82.92,0.11,1658.112,1755.648,1706.88
Arabica,Mexico,petatlan,MARIA GUADALUPE GOMEZ ANZO,15,AMECAFE,2012,"July 26th, 2012",Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,82.92,0.1,1248,1248,1248
Arabica,Vietnam,don duong,"Apollo Co., Ltd.",1,Specialty Coffee Association,2012,"July 20th, 2012",Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,7.67,82.92,0,1040,1040,1040
Arabica,Mexico,la cumbre,WERCLEIN HERNANDEZ SERRANO ID.-1506728641,100,AMECAFE,2012,"March 5th, 2012",Washed / Wet,8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,82.92,0.14,1400,1400,1400
Arabica,Kenya,nyeri,KEREMARA LIMITED,27,Kenya Coffee Traders Association,2017,"October 13th, 2017",Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,82.83,0.1,1754,1754,1754
Arabica,Guatemala,san marcos,JORGE LEAL,50,Asociacion Nacional Del Café,2017,"June 22nd, 2017",Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,82.83,0.11,1700,1700,1700
Arabica,Brazil,south of minas,Ipanema Agricola,320,Brazil Specialty Coffee Association,2015,"February 6th, 2017",Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,82.83,0.11,905,905,905
Arabica,El Salvador,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.",275,Salvadoran Coffee Council,2016,"April 8th, 2016",Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,82.83,0,1250,1250,1250
Arabica,Rwanda,gicumbi,Bufcoffee_Gicumbi,150,Specialty Coffee Association,2015,"March 25th, 2016",Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,82.83,0.11,1900,1900,1900
Arabica,Vietnam,vietnam tutra,"Yeh, Li Chuan",3,Specialty Coffee Association,2014,"January 19th, 2016",Other,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,82.83,0.11,1040,1040,1040
Arabica,Guatemala,oriente,AMILCAR LAPOLA,80,Asociacion Nacional Del Café,2015,"July 20th, 2015",Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,82.83,0.11,1219.2,1219.2,1219.2
Arabica,Brazil,cerrado,Antonio Batista Francisquine,300,Brazil Specialty Coffee Association,2015,"May 26th, 2015",Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,82.83,0.12,900,900,900
Arabica,Colombia,huila,Mercedes Narvaez,100,Blossom Valley International,2014,"March 21st, 2015",Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,7.08,82.83,0,1200,2000,1600
Arabica,United States,berastagi,PT. Olam Indonesia,300,Specialty Coffee Association,2014,"February 20th, 2015",Other,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58,82.83,0,1200,1200,1200
Arabica,Colombia,santander,Mrs. Galeano,40,Almcafe,2013,"January 20th, 2014",Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,82.83,0,1800,1800,1800
Arabica,Colombia,huila,La Plata,125,Almcafe,2013,"May 10th, 2013",Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,82.83,0.11,1600,1950,1775
Arabica,"Tanzania, United Republic Of",arusha,BURKA COFFEE ESTATE,300,Tanzanian Coffee Board,2012,"April 19th, 2013",Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,82.83,0.11,1400,1400,1400
Arabica,Mexico,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,AMECAFE,2012,"August 30th, 2012",Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,82.83,0.12,1550,1550,1550
Arabica,Mexico,veracruz,OLIVIA HERNANDEZ VIRUES,250,AMECAFE,2012,"July 11th, 2012",Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,82.83,0.12,1250,1250,1250
