Species,Country.of.Origin,Region,Producer,Number.of.Bags,In.Country.Partner,Harvest.Year,Grading.Date,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,Mexico,zaragoza itundujia,CIRILO JOSE JOSE,15,AMECAFE,2012,"September 13th, 2012",Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,0.14,1550,1550,1550
Arabica,Mexico,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,15,AMECAFE,2012,"September 10th, 2012",Washed / Wet,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17,0.12,1000,1000,1000
Arabica,Guatemala,oriente,AGROPECUARIA QUIAGRAL,250,Asociacion Nacional Del Café,2012,"May 24th, 2012",Washed / Wet,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17,0.11,1310.64,1310.64,1310.64
Arabica,Brazil,south of minas,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2017,"October 20th, 2017",Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5,82.67,0,890,890,890
Arabica,Brazil,south of minas,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2017,"October 20th, 2017",Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,82.5,0.11,890,890,890
Arabica,Brazil,south of minas,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2017,"October 20th, 2017",Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,0.11,890,890,890
Arabica,Mexico,zaragoza itundujia,ALBERTA TEODORO ANALCO,13,AMECAFE,2012,"September 14th, 2012",Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08,0.15,1300,1300,1300
Arabica,Mexico,escuitla,FEDERICO PACHECO PEREZ,10,AMECAFE,2012,"August 30th, 2012",Washed / Wet,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08,0.14,1300,1300,1300
Arabica,Nicaragua,jinotega,RONALDO LACAYO CARDENAL,275,Instituto Hondureno del Cafe,2017,"June 13th, 2017",Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,80,0.1,1250,1250,1250
Arabica,Myanmar,"doe kwin, pyin oo lwin",Ngu Shwe Li Coffee Estate,1,Coffee Quality Institute,2015,"July 17th, 2015",Washed / Wet,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80,0,3845,3845,3845
Arabica,Mexico,"sierra fraylesca, chiapas",various small producers,280,Specialty Coffee Association,2014,"May 1st, 2014",Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80,0,1300,1500,1400
Arabica,Brazil,cerrado - monte carmelo - minas gerais,Luiz Augusto Pereira Moguilod,440,Brazil Specialty Coffee Association,2017,"November 3rd, 2017",Natural / Dry,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25,0.11,995,995,995
Arabica,Thailand,thailand,Doi Tung Development Project,2,Specialty Coffee Association,2012,"May 29th, 2013",Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,80,0,800,800,800
Arabica,Mexico,coatepec,PABLO ENRIQUE MARTINEZ GAMA,20,AMECAFE,2012,"September 10th, 2012",Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80,0.12,1250,1250,1250
Arabica,Mexico,san miguel del puerto,SEMIRAMIS CASAS VELAZQUEZ,256,AMECAFE,2012,"September 4th, 2012",Washed / Wet,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,80,0.11,1100,1100,1100
Arabica,Mexico,chiapas,VARIOS PRODUCTORES,400,AMECAFE,2013,"March 29th, 2013",Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92,0.12,1300,1300,1300
Arabica,Mexico,"motozintla, chiapas",MARTHA PALACIOS,10,AMECAFE,2012,"September 11th, 2012",Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,79.92,0.12,1100,1100,1100
Arabica,Mexico,veracruz,DELMAR MORENO GUILLEN,82,AMECAFE,2012,"August 30th, 2012",Washed / Wet,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,79.92,0,1100,1100,1100
Arabica,Mexico,jaltenango,MARIA ELENA TERESA FERNANDEZ CEJA,250,AMECAFE,2012,"July 26th, 2012",Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,79.92,0.11,1100,1100,1100
Arabica,Mexico,coatepec,PABLO ENRIQUE MARTINEZ GAMA,100,AMECAFE,2012,"July 11th, 2012",Natural / Dry,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92,0.12,1250,1250,1250
Arabica,Mexico,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,209,AMECAFE,2012,"July 11th, 2012",Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,79.92,0.11,1250,1250,1250
Arabica,Kenya,kiambu,YARA / BENVAR,200,Kenya Coffee Traders Association,2017,"August 25th, 2017",Washed / Wet,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,79.83,0.11,1500,1500,1500
Arabica,Guatemala,san marcos,JORGE LEAL,50,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,79.83,0.1,1700,1700,1700
Arabica,Mexico,veracruz,CIRO DE LA VEQUIA CESSA,250,AMECAFE,2012,"July 11th, 2012",Washed / Wet,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,79.83,0.12,1300,1300,1300
Arabica,Guatemala,oriente,"AGRICOLA EL PILAR, S.A.",25,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,190164,190164,190164
Arabica,Taiwan,"taiwu township , pingtung county 屏東縣泰武鄉",Wei-Chieh ( Jack ) Hua,28,Specialty Coffee Association,2014,"March 21st, 2015",Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,0,800,1200,1000
Arabica,Thailand,thailand,Doi Tung Development Project,1,Specialty Coffee Association,2013,"June 16th, 2014",Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,79.75,0.12,800,800,800
Arabica,Costa Rica,brunca,Coopeagri,275,Specialty Coffee Association,2013,"September 23rd, 2013",Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,79.75,0.1,1100,1100,1100
Arabica,Mexico,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,AMECAFE,2013,"March 29th, 2013",Washed / Wet,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,79.75,0.12,1400,1400,1400
Arabica,Mexico,chiapas,COMONYAJ NOPTIC S DE SS,275,AMECAFE,2013,"March 29th, 2013",Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,79.75,0.13,1022,1022,1022
Arabica,Mexico,chiapas,VARIOS PRODUCTORES,380,AMECAFE,2013,"March 29th, 2013",Washed / Wet,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,79.75,0.12,1300,1300,1300
Arabica,Mexico,pochutla,ANGEL GONZALES,250,AMECAFE,2012,"September 4th, 2012",Washed / Wet,7.33,7.25,7,7.08,7.08,7,10,10,10,7,79.75,0.1,1050,1050,1050
Arabica,Mexico,tuxtla gutierrez,ALFREDO MOISES CEJA,36,AMECAFE,2012,"June 6th, 2012",Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,79.75,0.12,1100,1100,1100
Arabica,Guatemala,oriente,JESUS RAMIREZ,25,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1,1219.2,1219.2,1219.2
Arabica,El Salvador,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,275,Salvadoran Coffee Council,2016,"March 23rd, 2017",Washed / Wet,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,79.67,0,1250,1250,1250
Arabica,Thailand,thailand,Doi Tung Development Project,1,Specialty Coffee Association,2013,"June 16th, 2014",Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,79.67,0.12,800,800,800
Arabica,Guatemala,oriente,AGRIPEC DE LA VEGA Y CIA.,250,Asociacion Nacional Del Café,2013,"June 27th, 2013",Washed / Wet,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,79.67,0.11,1310.64,1310.64,1310.64
Arabica,Mexico,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,AMECAFE,2013,"March 29th, 2013",Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,79.67,0.12,1400,1400,1400
Arabica,Mexico,"tenango de doria, hidalgo","GOMEZ GRANILLO, VERONICO",10,AMECAFE,2012,"September 27th, 2012",Washed / Wet,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,79.67,0.13,975,975,975
Arabica,Mexico,"coatepec, coatepec",CECILIA AVILA CAMBEROS,253,AMECAFE,2012,"June 4th, 2012",Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,79.67,0,1264,1264,1264
Arabica,Mexico,tepetzingo,ROGELIO JACOME MORALES,50,AMECAFE,2012,"September 17th, 2012",Washed / Wet,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,79.58,0.12,1250,1250,1250
Arabica,Mexico,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,AMECAFE,2012,"August 30th, 2012",Washed / Wet,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,79.58,0.13,1550,1550,1550
Arabica,Mexico,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,250,AMECAFE,2012,"August 1st, 2012",Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,79.5,0.12,1550,1550,1550
Arabica,Mexico,"coatepec, coatepec",MARIA DE LA LUZ SANCHEZ TODD,127,AMECAFE,2012,"July 11th, 2012",Washed / Wet,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,79.5,0.12,1100,1100,1100
Arabica,Guatemala,oriente,AMILCAR LAPOLA,250,Asociacion Nacional Del Café,2013,"May 13th, 2014",Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1,1219.2,1219.2,1219.2
Arabica,Guatemala,oriente,VARIOS,275,Asociacion Nacional Del Café,2014,"March 31st, 2014",Washed / Wet,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42,0.1,1219.2,1219.2,1219.2
Arabica,Mexico,xicotepec de juarez,ADRIANA TORRES RICO QUEVEDO,10,AMECAFE,2012,"September 11th, 2012",Washed / Wet,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42,0.13,800,800,800
Arabica,Cote dIvoire,cnra station of divo,CNRA,2,Specialty Coffee Association,2016,"June 6th, 2017",Washed / Wet,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,79.33,0.13,200,200,200
Arabica,Colombia,pereira,Spot,250,Specialty Coffee Association,2013,"January 8th, 2014",Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33,0,1200,1200,1200
Arabica,Mexico,zentla,ERIC JESUS CORDOBA ARROYO,30,AMECAFE,2012,"September 17th, 2012",Washed / Wet,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79.33,0.14,950,950,950
Arabica,Mexico,zentla,ANTONIO CORDOBA MURILLO,50,AMECAFE,2012,"September 10th, 2012",Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79.33,0.14,750,750,750
Arabica,Mexico,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,12,AMECAFE,2012,"September 10th, 2012",Washed / Wet,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,79.25,0.13,1000,1000,1000
Arabica,Guatemala,santa rosa,OTTO BECKER,50,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,0.1,1219.2,1219.2,1219.2
Arabica,Honduras,ocotepeque,Jorge Alfredo Pinto,15,Instituto Hondureno del Cafe,2017,"July 27th, 2017",Washed / Wet,7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17,0.11,1650,1650,1650
Arabica,Guatemala,occidente,CHAPULTEPEC,250,Asociacion Nacional Del Café,2016,"May 23rd, 2016",Washed / Wet,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17,0.11,1320,1320,1320
Arabica,Guatemala,nuevo oriente,OVIDIO CARDONA,275,Asociacion Nacional Del Café,2015,"June 30th, 2015",Washed / Wet,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17,0.11,1300,1800,1550
Arabica,Mexico,yajalon,SOCIEADAD COOPERATIVA INDUSTRIAL CAFES YAJALON S. C. L.,53,AMECAFE,2012,"August 30th, 2012",Washed / Wet,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,79.17,0.14,1450,1450,1450
Arabica,Guatemala,san marcos,ANGEL DE LEON,50,Asociacion Nacional Del Café,2017,"August 23rd, 2017",Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,0.1,1700,1700,1700
Arabica,United States (Puerto Rico),yauco region,Hacienda Alto Grande,18,Specialty Coffee Association,2013,"June 9th, 2014",Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,79.08,0.13,853.44,853.44,853.44
Arabica,Mexico,zaragoza itundujia,GUADALUPE HERAS HERNANDEZ,13,AMECAFE,2012,"September 13th, 2012",Washed / Wet,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79.08,0.16,1500,1500,1500
Arabica,Mexico,tlacuilotepec,JUANA RODRIGUEZ GUTIERREZ,10,AMECAFE,2012,"September 12th, 2012",Washed / Wet,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08,0.11,1100,1100,1100
Arabica,Mexico,talpa de allende,BALBINO RAMIREZ FLORES,10,AMECAFE,2012,"July 3rd, 2012",Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79.08,0.1,1200,1200,1200
Arabica,Guatemala,oriente,Varios,250,Asociacion Nacional Del Café,2014,"September 11th, 2014",Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79,0.12,1219.2,1219.2,1219.2
Arabica,Honduras,intibuca,Cooperativa Coaquil,275,Instituto Hondureno del Cafe,2014,"April 26th, 2014",Washed / Wet,7,7,7,7,7,7,10,10,10,7,79,0.11,1350,1350,1350
Arabica,Peru,san ignacio,Frontera,280,Specialty Coffee Association,2012,"January 8th, 2013",Washed / Wet,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,79,0,1400,1400,1400
Arabica,Mexico,"iliatenco, guerrero",GONZALO DE AQUINO FLORES,14,AMECAFE,2012,"September 17th, 2012",Natural / Dry,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,79,0.12,1300,1300,1300
Arabica,Mexico,zaragoza itundujia,JUAN CRUZ RIAÑO,16,AMECAFE,2012,"September 12th, 2012",Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79,0.14,1550,1550,1550
Arabica,Mexico,amatenango de la frontera,JUAN AVENAMAR RODRIGUEZ FUNEZ,120,AMECAFE,2012,"August 30th, 2012",Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79,0.14,12,12,12
Arabica,Mexico,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,AMECAFE,2013,"March 12th, 2013",Washed / Wet,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78.92,0.12,1300,1300,1300
Arabica,Guatemala,oriente,AGRIPEC DE LA VEGA Y CIA.,250,Asociacion Nacional Del Café,2013,"July 5th, 2013",Washed / Wet,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78.75,0.12,1310.64,1310.64,1310.64
Arabica,Mexico,veracruz,"JOSE VAZQUEZ CANTON, JOSE ANTONIO JIMENEZ GONZALEZ, IRENEO GARCIA VALDIVIA",20,AMECAFE,2012,"August 1st, 2012",Washed / Wet,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78.75,0.14,1320,1320,1320
Arabica,Mexico,veracruz,DAMASO MARTINEZ PEREZ,35,AMECAFE,2012,"July 16th, 2012",Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78.75,0.14,1250,1250,1250
Arabica,Mexico,"ohuapan, tlaltetela","PEDRO HERRERA GUZMAN, AURELIO GABRIEL HERNANDEZ ,MARIA DE LOURDES DERISTAIN TRESS",10,AMECAFE,2012,"June 6th, 2012",Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,78.75,0.12,1350,1350,1350
Arabica,China,yunnan,Yunnan Louis Herbs R&D Center,1,Specialty Coffee Association,2013,"April 26th, 2014",Washed / Wet,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,78.67,0,1850,1850,1850
Arabica,Mexico,yecuatla,JUAN GARCIA HERNANDEZ,20,AMECAFE,2012,"September 17th, 2012",Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78.67,0.13,1150,1150,1150
Arabica,Guatemala,oriente,VARIOS,250,Asociacion Nacional Del Café,2014,"September 4th, 2014",Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78.58,0.12,1219.2,1219.2,1219.2
Arabica,Mexico,tapachula,EPIFANIO GARCIA DE MIGUEL,250,AMECAFE,2012,"July 26th, 2012",Washed / Wet,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58,0.13,1400,1400,1400
Arabica,Mexico,cofradia de suchitlan,"J. CARMEN GUZMAN CONCEPCION, IGNACIO RAMIREZ BARAJAS, DIONICIO GARCIA RAMIREZ",50,AMECAFE,2012,"July 2nd, 2012",Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58,0.1,1300,1300,1300
Arabica,Mexico,"sierra, chiapas",Various small producers,280,Specialty Coffee Association,2014,"April 26th, 2014",Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5,0,1600,1600,1600
Arabica,Mexico,villa talea de castro,REYNALDO OLIVERA RIOS,10,AMECAFE,2012,"September 14th, 2012",Washed / Wet,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5,0.12,1400,1400,1400
Arabica,Guatemala,oriente,VARIOS,275,Asociacion Nacional Del Café,2014,"February 27th, 2014",Washed / Wet,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78.33,0.1,1219.2,1219.2,1219.2
Arabica,Guatemala,oriente,LUIS RODRIGUEZ,250,Asociacion Nacional Del Café,2012,"February 7th, 2013",Washed / Wet,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78.33,0.11,1310.64,1310.64,1310.64
Arabica,Mexico,"xochitonalco, huautla",PABLO CERVANTES MORELOS,100,AMECAFE,2012,"September 11th, 2012",Natural / Dry,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78.33,0.13,1300,1300,1300
Arabica,Indonesia,ijen,vary farms,2,Specialty Coffee Association of Indonesia,2016,"July 18th, 2017",Washed / Wet,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78.17,0.13,1300,1300,1300
Arabica,Mexico,cordoba,CONSUELO GONZALEZ GOMEZ,320,AMECAFE,2012,"July 11th, 2012",Washed / Wet,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78.08,0.11,1050,1050,1050
Arabica,Honduras,intibuca,Cooperativa Coaquil,275,Instituto Hondureno del Cafe,2014,"May 15th, 2014",Natural / Dry,6.83,7,6.67,7,7,6.83,10,10,10,6.67,78,0.11,1350,1350,1350
Arabica,Guatemala,oriente,VARIOS,275,Asociacion Nacional Del Café,2014,"February 7th, 2014",Washed / Wet,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78,0.1,1219.2,1219.2,1219.2
Arabica,China,yunnan,GreenHouse Coffee,16,Specialty Coffee Association,2013,"September 5th, 2013",Washed / Wet,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,78,0.1,1200,1200,1200
Arabica,Guatemala,oriente,"AGRICOLA MONTE VERDE, S.A.",250,Asociacion Nacional Del Café,2013,"April 29th, 2013",Washed / Wet,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78,0.11,1310.64,1310.64,1310.64
Arabica,Costa Rica,occidental,Beneficio la Eva S.A.,250,Specialty Coffee Association of Costa Rica,2014,"February 3rd, 2015",Washed / Wet,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92,0.12,1200,1200,1200
Arabica,Mexico,petatlan,GUSTAVO ABARCA SOLIS,50,AMECAFE,2012,"July 26th, 2012",Washed / Wet,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92,0.11,1248,1248,1248
Arabica,Guatemala,oriente,LUIS RODRIGUEZ,250,Asociacion Nacional Del Café,2013,"February 7th, 2013",Washed / Wet,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,77.83,0.11,1310.64,1310.64,1310.64
Arabica,Mexico,coatepec,RUBRIA OCHOA BELLO,23,AMECAFE,2012,"September 17th, 2012",Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,77.5,0.13,1300,1300,1300
Arabica,Guatemala,oriente,MARGARITA DE NUYENS Y/O CARLOS NUYENS,250,Asociacion Nacional Del Café,2013,"January 29th, 2013",Washed / Wet,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42,0.11,1310.64,1310.64,1310.64
Arabica,Brazil,south of minas,Ipanema Agricola S.A,320,Brazil Specialty Coffee Association,2017,"October 20th, 2017",Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,77.33,0,890,890,890
Arabica,Guatemala,oriente,VARIOS,275,Asociacion Nacional Del Café,2014,"April 8th, 2014",Washed / Wet,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,77.33,0.1,1219.2,1219.2,1219.2
Arabica,Haiti,"dondon, haiti",Mixed,1,Specialty Coffee Association,2013,"May 5th, 2014",Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,77.25,0.1,400,1250,825
Arabica,Peru,san ignacio,Sol y Cafe,275,Specialty Coffee Association,2014,"June 16th, 2015",Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77,0,900,1500,1200
Arabica,Mexico,coatepec,CASTULO GUTIERREZ,10,AMECAFE,2012,"July 26th, 2012",Washed / Wet,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,76.42,0.13,1100,1100,1100
Arabica,Guatemala,oriente,AGROPECUARIA QUIAGRAL,250,Asociacion Nacional Del Café,2012,"April 30th, 2012",Washed / Wet,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,76.33,0.11,1310.64,1310.64,1310.64
Arabica,Mexico,zaragoza itundujia,ISIDORA HERAS HERNANDEZ,11,AMECAFE,2012,"September 17th, 2012",Washed / Wet,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,76.17,0.16,1400,1400,1400
Arabica,Indonesia,indonesia,1,15,Specialty Coffee Association,2011,"January 18th, 2012",Natural / Dry,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,76.17,0.12,3500,3500,3500
Arabica,Mexico,tepictla,GUILLERMO EDUARDO BOBADILLA MUGUIRA,20,AMECAFE,2012,"September 10th, 2012",Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,76.08,0.12,1250,1250,1250
Arabica,Honduras,intibuca,Cooperativa Coaquil,275,Instituto Hondureno del Cafe,2014,"May 15th, 2014",Natural / Dry,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,76,0.11,1350,1350,1350
Arabica,Philippines,"benguet, mountain province",various smallholders,1,Specialty Coffee Association,2012,"May 14th, 2013",Washed / Wet,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,75.83,0.12,1000,1000,1000
Arabica,Guatemala,oriente,AGROPECUARIA QUIAGRAL,250,Asociacion Nacional Del Café,2012,"July 9th, 2012",Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,75.58,0.11,1310.64,1310.64,1310.64
Arabica,Mexico,tlacuilotepec,JUANA RODRIGUEZ GUTIERREZ,10,AMECAFE,2012,"September 12th, 2012",Washed / Wet,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,75.5,0.11,1100,1100,1100
Arabica,Mexico,ocosingo,SPOSEL S. DE S.S.,100,AMECAFE,2012,"September 12th, 2012",Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,75.17,0.11,1200,1200,1200
Arabica,Mexico,menglian,MIGUEL LOPEZ TIRZO,43,AMECAFE,2012,"July 11th, 2012",Washed / Wet,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,75,0.14,850,850,850
Arabica,Mexico,coatepec,PABLO ENRIQUE MARTINEZ GAMA,20,AMECAFE,2012,"August 1st, 2012",Washed / Wet,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,74.83,0.12,1250,1250,1250
Arabica,Mexico,chiapas,CESMACH (VARIOS),275,AMECAFE,2013,"March 29th, 2013",Washed / Wet,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,74.67,0.12,1700,1700,1700
Arabica,Guatemala,oriente,AGRIPEC DE LA VEGA Y CIA.,250,Asociacion Nacional Del Café,2013,"June 6th, 2013",Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,74.33,0.11,1310.64,1310.64,1310.64
Arabica,Mexico,"chocaman, veracruz",JORGE OCTAVIO ESCAMILLA PRADO,20,AMECAFE,2012,"September 10th, 2012",Washed / Wet,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,74.33,0.14,1140,1140,1140
Arabica,Mexico,coatepec,EUGENE HOLMAN PEW,20,AMECAFE,2012,"August 1st, 2012",Washed / Wet,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,73.83,0.12,1250,1250,1250
Arabica,Honduras,intibuca,Cooperativa Coaquil,275,Instituto Hondureno del Cafe,2014,"April 26th, 2014",Washed / Wet,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,73.42,0.11,1350,1350,1350
Arabica,Mexico,sierra alta mixe y zapoteca,various small producers,280,Specialty Coffee Association,2014,"May 8th, 2014",Washed / Wet,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,72.92,0,1200,1200,1200
Arabica,Costa Rica,occidental,Beneficio la Eva S.A.,250,Specialty Coffee Association of Costa Rica,2014,"February 3rd, 2015",Washed / Wet,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,71.75,0.11,1200,1200,1200
